question_set,variant,n,route_change_rate,brier,delta_brier_vs_base,log_score,delta_log_vs_base
2025-05-25-llm,market_sharpness_plus_0.05,1505,0.0019933554817275745,0.18956536752353,-2.664203808752652e-05,0.5504480503175049,-5.466944296061982e-05
2025-05-25-llm,prior_sharpness_minus_0.06,1505,0.000664451827242525,0.1896126119154069,2.0602353789367367e-05,0.5505544376222176,5.1717861752065275e-05
2025-05-25-llm,prior_sharpness_plus_0.06,1505,0.0,0.18959200956161754,0.0,0.5505027197604655,0.0
2025-05-25-llm,source_prior_minus_0.06,1505,0.0,0.18959200956161754,0.0,0.5505027197604655,0.0
2025-05-25-llm,source_prior_plus_0.06,1505,0.0,0.18959200956161754,0.0,0.5505027197604655,0.0
2025-05-25-llm,noisy_strength_minus_0.05,1505,0.1973421926910299,0.19433022396406144,0.004738214402443902,0.5612510064462805,0.010748286685814956
2025-05-25-llm,noisy_strength_plus_0.05,1505,0.2026578073089701,0.19145645077733323,0.0018644412157156898,0.5543137962187579,0.003811076458292373
2025-05-25-llm,horizon_150,1505,0.10564784053156147,0.19101027426517725,0.001418264703559713,0.5537653532971275,0.0032626335366620074
2025-05-25-llm,horizon_9999,1505,0.0,0.18959200956161754,0.0,0.5505027197604655,0.0
2025-05-25-llm,search_enabled_low,1505,0.00132890365448505,0.18952740283057018,-6.460673104735637e-05,0.5503653545122439,-0.00013736524822161034
2025-06-08-llm,base,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,hist_coverage_minus_0.10,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,hist_coverage_plus_0.10,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,market_sharpness_minus_0.05,1507,0.0006635700066357001,0.1902432094794579,7.327524462474866e-06,0.5547889754014037,1.465739366823815e-05
2025-06-08-llm,market_sharpness_plus_0.05,1507,0.0033178500331785005,0.19024834573018598,1.2463775190568738e-05,0.5548014019883963,2.7083980660869145e-05
2025-06-08-llm,prior_sharpness_minus_0.06,1507,0.0006635700066357001,0.1902564569665767,2.0575011581286384e-05,0.5548259672326438,5.164922490830115e-05
2025-06-08-llm,prior_sharpness_plus_0.06,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,source_prior_minus_0.06,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,source_prior_plus_0.06,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,noisy_strength_minus_0.05,1507,0.20106171201061712,0.19463487587630002,0.004398993921304606,0.5646387530388488,0.009864435031113339
2025-06-08-llm,noisy_strength_plus_0.05,1507,0.192435301924353,0.19138771895544227,0.0011518370004468537,0.5571727101138982,0.002398392106162772
2025-06-08-llm,horizon_150,1507,0.1028533510285335,0.19362992921464803,0.003394047259652616,0.5622512304248357,0.0074769124171002455
2025-06-08-llm,horizon_9999,1507,0.0,0.1902358819549954,0.0,0.5547743180077355,0.0
2025-06-08-llm,search_enabled_low,1507,0.0013271400132714001,0.19017136096612594,-6.452098886947089e-05,0.5546371350624312,-0.00013718294530429276
